Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
CB1 3XQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2008-03-01,2012-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3XR,No,52.199401,0.148176,546910,257860,TL469578,"Romsey","Cambridge, unparished area",1994-05-01,1996-06-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01018000
CB1 3XS,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2004-01-01,2006-10-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3XT,No,52.199401,0.148176,546910,257860,TL469578,"Romsey","Cambridge, unparished area",1995-01-01,1996-06-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01018000
CB1 3XU,No,52.195611,0.152865,547243,257448,TL472574,"Romsey","Cambridge, unparished area",1995-07-01,1998-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017999
CB1 3XW,No,52.199401,0.148176,546910,257860,TL469578,"Romsey","Cambridge, unparished area",1994-05-01,1995-01-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01018000
CB1 3XX,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1994-05-01,2014-09-01,11,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3XY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2005-05-01,2006-05-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3YA,No,52.201943,0.145869,546744,258138,TL467581,"Romsey","Cambridge, unparished area",1995-07-01,2018-04-01,15,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017997
CB1 3YB,No,52.203261,0.145567,546719,258284,TL467582,"Romsey","Cambridge, unparished area",1995-07-01,2018-01-01,14,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017997
CB1 3YE,No,52.202515,0.145033,546685,258200,TL466581,"Romsey","Cambridge, unparished area",2002-06-01,2005-05-01,15,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017997
CB1 3YF,No,52.199401,0.148176,546910,257860,TL469578,"Romsey","Cambridge, unparished area",1995-12-01,1996-12-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01018000
CB1 3YG,No,52.199401,0.148176,546910,257860,TL469578,"Romsey","Cambridge, unparished area",1995-12-01,1996-12-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01018000
CB1 3YH,Yes,52.192344,0.15401,547332,257087,TL473570,"Coleridge","Cambridge, unparished area",1995-12-01,,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017967
CB1 3YL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2002-06-01,2006-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3YN,No,52.195431,0.152886,547245,257428,TL472574,"Romsey","Cambridge, unparished area",1995-12-01,1997-12-01,12,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017999
CB1 3YP,No,52.195467,0.152873,547244,257432,TL472574,"Romsey","Cambridge, unparished area",1996-12-01,2000-11-01,12,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017999
CB1 3YQ,No,52.201943,0.145869,546744,258138,TL467581,"Romsey","Cambridge, unparished area",1995-12-01,1997-06-01,15,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017997
CB1 3YR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1996-12-01,2001-12-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3YS,No,52.195611,0.152865,547243,257448,TL472574,"Romsey","Cambridge, unparished area",1996-12-01,1998-12-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017999
CB1 3YT,No,52.199401,0.148176,546910,257860,TL469578,"Romsey","Cambridge, unparished area",1997-02-01,2000-09-01,17,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01018000
CB1 3YU,No,52.195611,0.152865,547243,257448,TL472574,"Romsey","Cambridge, unparished area",1997-06-01,1999-06-01,13,England,2019-05-29,"Postcode sector mean (mainly PO Boxes)",E01017999
CB1 3YW,No,52.201943,0.145869,546744,258138,TL467581,"Romsey","Cambridge, unparished area",1996-06-01,1997-06-01,15,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017997
CB1 3YX,No,52.192344,0.15401,547332,257087,TL473570,"Coleridge","Cambridge, unparished area",2004-10-01,2005-07-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017967
CB1 3YY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",1997-06-01,2001-10-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3YZ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-11-01,2012-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZA,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2002-07-01,2004-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZB,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2007-06-01,2007-07-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZD,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2004-02-01,2005-07-01,10,England,2019-05-29,"Imputed by ONS by reference to surrounding postcode grid references",E01017943
CB1 3ZE,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2004-02-01,2008-03-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZG,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2011-01-01,2011-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZH,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2003-11-01,2008-08-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZJ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2002-11-01,2007-02-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZL,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2003-09-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZN,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2002-08-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZP,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2003-05-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZQ,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2003-04-01,2006-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZR,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2003-05-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZS,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2003-09-01,2009-09-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZT,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2003-10-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZU,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2004-02-01,2006-04-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZW,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2004-02-01,2008-06-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 3ZY,No,52.209345,0.148231,546881,258966,TL468589,"Abbey","Cambridge, unparished area",2004-02-01,2006-03-01,10,England,2019-05-29,"Within the building of the matched address closest to the postcode mean",E01017943
CB1 4AA,No,52.188269,0.137252,546200,256600,TL462565,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,20,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017996
CB1 4AB,No,52.187371,0.137209,546200,256500,TL462565,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,21,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017996
CB1 4AD,No,52.188243,0.138713,546300,256600,TL462566,"Coleridge","Cambridge, unparished area",1980-01-01,1998-12-01,21,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017966
CB1 4AE,No,52.187345,0.13867,546300,256500,TL462565,"Queen Edith's","Cambridge, unparished area",1998-06-01,1998-12-01,20,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017996
CB1 4AF,No,52.187318,0.140132,546400,256500,TL464565,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,18,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017996
CB1 4AG,No,52.188243,0.138713,546300,256600,TL462566,"Coleridge","Cambridge, unparished area",1980-01-01,1998-12-01,21,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017966
CB1 4AH,No,52.188296,0.13579,546100,256600,TL461566,"Coleridge","Cambridge, unparished area",1995-01-01,1998-12-01,19,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017966
CB1 4AJ,No,52.187265,0.143055,546600,256500,TL465565,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,13,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017996
CB1 4AL,No,52.187265,0.143055,546600,256500,TL465565,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,13,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017996
CB1 4AN,No,52.187238,0.144517,546700,256500,TL466564,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,13,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017996
CB1 4AP,No,52.185415,0.145892,546800,256300,TL467563,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,13,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017992
CB1 4AQ,No,52.188243,0.138713,546300,256600,TL462566,"Coleridge","Cambridge, unparished area",1980-01-01,1998-12-01,21,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017966
CB1 4AR,No,52.18626,0.148859,547000,256400,TL470564,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,12,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017992
CB1 4AS,No,52.18626,0.148859,547000,256400,TL470564,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,12,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017992
CB1 4AT,No,52.185362,0.148815,547000,256300,TL469563,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,12,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017992
CB1 4AU,No,52.187185,0.14744,546900,256500,TL468564,"Coleridge","Cambridge, unparished area",1980-01-01,1998-12-01,12,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017966
CB1 4AW,No,52.187212,0.145979,546800,256500,TL468565,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,12,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017996
CB1 4AX,No,52.188296,0.13579,546100,256600,TL461566,"Coleridge","Cambridge, unparished area",1980-01-01,1998-06-01,19,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017966
CB1 4AY,No,52.186234,0.15032,547100,256400,TL470564,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,12,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017992
CB1 4AZ,No,52.186207,0.151782,547200,256400,TL471564,"Queen Edith's","Cambridge, unparished area",1980-01-01,1998-12-01,11,England,2019-05-29,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01017992
